UNSDCODE,COUNTRY,ISOCODE,CIESINCODE,country_pop,Y1997TCC,Y1998TCC,Y1999TCC,Y2000TCC,Y2001TCC,Y2002TCC,Y2003TCC,Y2004TCC,Y2005TCC,Y2006TCC,Y2007TCC,Y2008TCC,Y2009TCC,Y2010TCC,Y2011TCC,Y2012TCC,Y2013TCC,Y2014TCC,Y2015TCC
586,Pakistan,PAK,586," 179,851,373 ","17,859.32","21,047.20","5,422.34","126,362.28",992.02,"4,116.19","9,996.79","11,830.42","18,428.00","8,950.00","9,147.42","9,022.79","37,216.78","13,664.25","16,265.44","19,637.21","27,700.66","17,724.72","14,532.23"
591,Panama,PAN,591," 3,392,947 ","2,419.82","10,328.48",427.38,"2,569.57","1,073.73",699.79,"2,685.84",494.84,872.91,"2,690.53",897.21,947.42,"2,343.47",391.68,100.50,"1,127.89","1,093.22","1,111.72","3,201.26"
598,Papua New Guinea,PNG,598," 6,859,376 ","3,731,212.69","27,985.93","43,520.36","172,328.07","82,392.21","476,297.79","617,270.83","1,509,745.38","108,497.15","301,416.80","78,899.52","168,003.99","161,373.92","152,452.58","44,179.80","60,488.92","110,002.21","323,962.72","1,300,131.75"
600,Paraguay,PRY,600," 6,814,241 ","375,904.72","239,373.03","1,402,840.74","1,596,588.05","1,261,218.87","2,133,728.73","1,100,769.19","318,198.84","1,775,210.97","840,921.56","4,776,094.88","307,719.08","194,863.71","323,511.02","385,631.98","479,335.02","514,275.33","207,281.97","93,340.38"
604,Peru,PER,604," 28,931,659 ","133,018.40","24,128.42","14,256.73","33,415.79","19,151.82","9,303.97","11,226.58","5,512.36","98,656.41","10,967.11","27,993.26","10,870.25","9,180.15","50,886.65","10,858.62","40,175.17","16,514.11","8,010.36","23,516.90"
608,Philippines,PHL,608," 92,305,042 ","42,188.61","53,992.83","10,989.72","8,803.55","5,990.11","39,551.33","22,091.77","14,094.07","31,601.26","13,043.94","12,211.72","2,539.04","19,342.18","38,190.01","5,060.74","4,874.67","6,791.29","15,403.50","24,278.34"
612,Pitcairn,PCN,612, 68 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
616,Poland,POL,616," 38,241,793 ","1,227.12",259.80,386.50,"2,830.67",635.09,"1,574.49","1,454.76",568.97,605.91,353.17,162.43,"1,701.81",153.63,503.56,104.13,171.12,139.22,227.38,903.79
620,Portugal,PRT,620," 10,531,593 ","11,046.90","50,586.91","8,035.43","62,743.40","21,709.72","15,535.80","695,219.52","13,108.56","337,868.47","38,375.18","2,083.05",414.04,"14,812.00","57,584.56","8,261.73","27,470.50","70,002.93",730.12,"6,945.09"
624,Guinea-Bissau,GNB,624," 1,641,607 ","85,679.84","137,757.14","270,450.86","234,512.33","158,729.92","329,331.57","273,977.09","86,096.83","98,512.74","243,794.47","111,452.55","90,043.77","79,148.64","116,905.54","117,180.70","224,550.65","98,419.94","132,776.70","156,751.16"
626,Timor-Leste,TLS,626," 1,175,352 ","83,410.22",455.94,"1,977.23","8,874.18","2,614.64","13,845.35","2,074.13","10,955.95","7,563.31","12,209.30","4,420.86","3,515.71","8,729.67",99.74,"1,537.42","2,428.37",535.29,"7,837.30","1,769.94"
630,Puerto Rico,PRI,630," 3,725,786 ",16.21,55.92,59.50,18.82,25.92,61.73,116.79,33.67,135.24,119.86,376.10,168.47,18.67,208.20,213.68,422.80,628.05,86.93,18.23
634,Qatar,QAT,634," 1,707,595 ",0.01,0.77,0.30,0.03,1.46,0.55,0.05,9.11,0.07,0.04,0.33,0.00,0.00,0.01,0.00,0.00,0.01,0.10,0.00
638,Réunion,REU,638," 828,515 ","1,099.08","535,442.93",467.76,524.68,"255,909.47","1,488.90","1,122.68",589.70,"1,487.52",883.01,0.42,13.77,4.87,78.28,"1,021.86",5.52,1.62,0.00,44.74
642,Romania,ROU,642," 20,277,040 ","5,910.11","6,712.31","7,301.06","18,012.66","77,667.40","2,789.51","3,921.10","26,325.80","15,288.28","19,518.93","21,896.53","91,277.72","5,911.84","19,130.39","24,102.80","55,132.38","10,412.79","9,537.10","5,392.68"
643,Russian Federation,RUS,643," 143,053,188 ","9,459,175.40","34,958,160.08","6,891,899.90","12,140,852.39","14,886,255.72","37,382,041.95","50,185,715.87","2,152,385.84","8,435,976.86","17,309,629.31","6,295,668.14","33,483,098.08","9,627,767.71","15,705,957.71","10,876,397.46","30,389,438.27","16,204,728.20","26,383,485.72","17,547,528.65"
646,Rwanda,RWA,646," 9,829,607 ","78,846.47","47,296.82","7,685.19","5,084.24",958.70,"25,554.30","5,202.74","6,086.21","2,944.33","1,713.72",268.79,531.59,521.28,"4,382.14",933.34,"5,552.53","3,461.26","3,124.33","4,057.34"
652,Saint-Barthelemy,BLM,652," 9,138 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
654,Saint Helena,SHN,654," 4,787 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
659,Saint Kitts and Nevis,KNA,659," 55,155 ",9.46,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.24,0.00,0.00,0.04,0.00,0.26,0.26,0.13
660,Anguilla,AIA,660," 80,446 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
662,Saint Lucia,LCA,662," 165,595 ",0.08,0.07,0.04,0.03,10.31,0.00,0.62,0.00,0.00,4.71,0.29,0.57,0.00,1.62,0.20,1.87,0.00,0.00,0.23
666,Saint Pierre and Miquelon,SPM,666," 6,059 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
670,Saint Vincent and the Grenadines,VCT,670," 110,191 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.42,0.00,0.00,0.00
678,Sao Tome and Principe,STP,678," 170,412 ",0.63,0.70,0.57,0.32,0.00,0.00,8.53,6.52,0.20,10.70,4.09,5.78,4.54,18.61,0.46,1.26,6.44,0.32,12.15
682,Saudi Arabia,SAU,682," 27,264,729 ",97.41,567.71,117.48,93.29,453.92,"1,994.27",52.38,"1,824.76",880.60,"1,098.61",819.43,13.23,78.89,41.88,148.91,13.98,16.73,302.64,16.12
686,Senegal,SEN,686," 12,018,190 ","1,055,342.14","652,191.28","1,335,931.46","1,325,819.61","1,455,581.77","1,803,089.42","762,368.55","1,370,561.41","1,494,772.60","1,731,931.67","1,189,843.91","1,248,585.03","926,252.75","1,304,530.30","1,718,450.37","756,304.11","1,100,495.57","1,190,171.61","635,149.66"
688,Serbia,SRB,688," 7,312,254 ","3,521.90",894.00,"3,755.65","16,181.86","3,554.52","1,854.66","2,899.73","5,683.58","1,109.59","2,934.11","20,516.97","6,823.77","12,201.75","1,191.88","11,562.09","52,389.00","1,101.99",354.15,305.38
690,Seychelles,SYC,690," 90,945 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07
694,Sierra Leone,SLE,694," 5,634,470 ","600,548.44","5,621,167.49","1,174,810.79","930,067.07","513,181.68","770,488.00","927,426.44","279,848.33","211,564.77","328,884.34","1,007,624.47","554,533.63","1,091,162.62","145,778.82","226,044.33","844,496.10","1,072,167.88","941,212.22","409,754.27"
702,Singapore,SGP,702," 3,493,484 ",1.65,6.12,0.08,0.05,0.05,0.16,0.73,503.54,0.05,0.18,0.08,0.39,0.20,0.89,0.34,0.16,0.58,0.60,0.15
703,Slovakia,SVK,703," 5,438,923 ",127.35,60.78,32.19,51.47,431.16,503.54,156.31,408.62,331.80,164.44,211.27,268.79,41.25,33.46,45.09,360.97,40.36,119.84,87.15
704,Viet Nam,VNM,704," 86,621,033 ","123,427.37","660,615.32","247,013.76","263,547.27","242,589.39","869,981.58","544,998.20","859,596.10","702,416.96","535,237.04","876,938.18","89,502.73","437,589.15","578,871.04","341,983.14","600,042.14","536,006.80","677,032.96","769,775.75"
705,Slovenia,SVN,705," 2,234,140 ",39.62,8.18,3.55,44.08,31.04,1.25,10.00,22.98,22.09,39.81,1.02,246.36,2.29,3.69,17.07,25.54,19.19,6.04,77.65
706,Somalia,SOM,706," 8,609,729 ","2,367.95","9,071.21","5,915.72","1,469.48","26,178.21","4,167.28","8,392.46","4,474.69","4,439.39",289.98,"1,589.09","2,235.44",342.57,"1,118.14",318.05,"1,053.34","1,272.95",885.80,236.89
710,South Africa,ZAF,710," 51,238,673 ","1,685,275.58","4,844,809.26","4,675,962.16","1,569,763.85","1,188,151.91","961,162.69","435,957.61","504,624.52","976,734.82","460,790.79","1,029,516.34","588,218.45","604,947.52","672,282.63","554,546.61","527,916.84","511,988.58","878,415.84","324,630.37"
716,Zimbabwe,ZWE,716," 12,711,017 ","1,773,000.74","1,683,812.79","1,887,976.48","724,566.01","853,099.28","608,495.47","419,566.39","933,684.04","536,459.14","623,240.77","656,423.17","1,083,380.83","1,090,692.70","1,037,278.32","1,153,329.41","691,899.00","464,973.22","581,412.11","877,962.92"
724,Spain,ESP,724," 46,115,589 ","31,522.93","46,604.45","7,151.35","2,254,773.98","17,439.97","13,643.48","61,696.75","32,968.90","70,073.67","164,349.35","7,787.56","2,497.82","14,893.98","11,159.85","23,914.25","118,908.78","8,389.15","3,365.69","16,993.76"
728,South Sudan,SSD,728," 8,973,874 ","27,888,069.98","22,186,236.91","20,673,705.86","27,301,316.51","17,310,904.05","27,503,414.03","28,094,720.55","27,142,436.74","33,039,412.40","18,206,934.37","28,176,072.70","31,127,323.66","28,851,187.68","21,092,337.30","28,846,768.23","23,317,264.14","24,717,435.04","30,944,098.84","24,540,259.42"
729,Sudan,SDN,729," 32,537,411 ",0.00,"1,288,035.00","1,928,411.81","2,089,160.36",0.00,"1,701,492.61","1,512,115.16","1,841,646.10","2,098,363.91","1,422,496.65","1,920,682.35","1,450,620.43","1,293,009.89","889,466.64","1,338,253.70","1,366,333.88","1,130,746.55","1,161,780.42","901,440.65"
732,Western Sahara,ESH,732," 472,565 ",0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00
740,Suriname,SUR,740," 546,857 ","12,879.76","35,229.24","2,147.19",74.23,"1,182.80","4,741.30","8,814.53","6,212.63","1,802.52","19,104.41","1,535.48","3,820.16","35,882.54",697.78,594.57,"42,140.29","4,995.37","10,133.68","21,769.32"
744,Svalbard and Jan Mayen Islands,SJM,744," 2,529 ",0.00,0.00,0.00,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
748,Swaziland,SWZ,748," 1,069,233 ","20,883.88","584,122.16","216,188.08","9,561.05","15,073.36","43,134.28","10,710.06","18,748.28","10,604.77","2,635.59","39,648.72","27,597.09","4,680.09","10,185.28","6,942.57","10,800.66","13,105.16","14,482.01","2,240.54"
752,Sweden,SWE,752," 9,479,430 ","1,075.72","1,441.69",564.25,80.79,96.40,160.49,106.20,32.68,76.38,"3,474.03",61.72,255.83,61.61,14.53,21.19,12.24,32.20,"38,709.81",37.91
756,Switzerland,CHE,756," 6,872,128 ",96.92,2.19,87.29,4.26,9.37,41.08,14.66,15.12,1.81,5.96,2.11,21.55,3.54,2.46,2.28,1.21,4.51,5.73,15.27
760,Syrian Arab Republic,SYR,760," 20,662,403 ",147.23,462.32,232.94,115.02,666.94,978.97,"1,228.20","8,749.64",330.87,158.69,"1,205.78",37.87,"1,641.64","4,455.85",648.95,"3,752.73","2,923.40",975.86,"6,760.77"
762,Tajikistan,TJK,762," 7,761,042 ","2,630.58",473.29,842.89,215.13,50.53,203.08,221.18,"9,575.37",69.38,120.15,135.11,31.46,13.70,57.17,45.20,13.09,93.80,87.27,31.69
764,Thailand,THA,764," 66,111,510 ","711,308.33","1,088,658.86","1,040,881.89","524,036.01","247,871.34","422,086.85","375,626.90","536,563.66","840,395.95","357,451.74","1,775,255.20","652,701.11","565,910.34","677,294.90","169,660.26","567,995.86","338,588.21","782,141.80","715,880.69"
768,Togo,TGO,768," 5,606,734 ","1,250,805.57","1,425,016.54","830,826.61","690,445.33","753,130.90","1,127,559.41","1,089,776.36","441,292.84","2,047,651.82","836,473.20","485,864.88","1,321,907.40","892,966.80","787,108.39","1,276,584.78","578,221.85","565,412.03","360,049.76","1,140,404.51"
772,Tokelau,TKL,772," 1,422 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
776,Tonga,TON,776," 102,967 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
780,Trinidad and Tobago,TTO,780," 1,319,783 ",272.19,125.18,121.75,78.85,97.11,18.68,637.83,4.81,195.47,26.27,545.08,77.93,83.20,"1,976.77",25.20,15.00,323.68,320.49,312.39
784,United Arab Emirates,ARE,784," 5,211,711 ",0.06,57.63,61.70,0.09,164.07,100.89,0.55,237.73,0.26,0.29,0.73,0.02,0.17,4.73,0.44,0.52,0.70,17.21,4.50
788,Tunisia,TUN,788," 10,534,933 ",5.95,139.66,657.22,"11,838.79",2.10,8.02,36.84,119.97,10.22,2.20,14.86,55.20,7.05,160.68,210.58,311.28,385.15,371.25,65.40
792,Turkey,TUR,792," 73,968,230 ","6,852.15","27,851.30","14,050.59","20,424.39","64,381.36","24,147.19","28,896.06","29,594.96","23,828.01","23,736.57","29,805.64","29,919.94","119,102.19","43,281.89","78,121.56","54,695.54","66,462.60","54,838.69","162,866.37"
795,Turkmenistan,TKM,795," 7,703,844 ",455.53,"1,498.01","32,558.43",891.91,715.38,"9,441.03","28,674.57","75,391.32","2,176.84",379.30,"33,551.29",170.50,"5,345.91","25,784.35",209.71,756.92,"1,492.30",208.34,"5,727.03"
796,Turks and Caicos Islands,TCA,796," 28,341 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,2.15,0.00,0.00,0.00,0.00,0.00,0.00
798,Tuvalu,TUV,798," 10,488 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
800,Uganda,UGA,800," 31,352,750 ","4,379,240.32","2,612,742.67","1,469,533.39","2,472,895.24","1,572,470.59","2,103,698.90","3,475,805.80","2,152,017.76","7,972,289.30","400,485.59","3,826,290.81","4,035,001.71","1,034,812.92","2,471,973.42","1,148,334.99","2,681,559.41","1,957,505.04","1,229,407.29","1,394,290.31"
804,Ukraine,UKR,804," 46,029,390 ","33,961.84","127,790.15","61,022.32","30,233.35","347,452.93","123,365.90","9,728.79","93,830.43","135,816.80","109,319.85","158,226.68","552,474.27","134,820.35","34,774.14","44,973.73","62,087.76","20,137.93","192,073.03","155,986.38"
807,The former Yugoslav Republic of Macedonia,MKD,807," 1,935,942 ",92.03,130.52,103.35,"62,944.84",611.82,100.53,133.40,359.28,129.52,212.67,"12,753.02",970.34,30.18,227.85,951.82,"1,622.85",948.27,91.58,214.08
818,Egypt,EGY,818," 78,455,715 ","1,412.18","9,703.74","3,667.05",17.91,605.18,"2,368.15","1,373.11","4,244.88","6,481.21","14,481.09","15,472.06","4,373.26","9,319.85","8,402.94","10,367.77","7,734.98","26,198.50","15,678.15","6,599.00"
826,United Kingdom of Great Britain and Northern Ireland,GBR,826," 62,697,714 ","3,757.06","1,046.02","1,569.62",371.75,217.04,207.08,"1,564.05",359.06,351.76,258.26,431.74,853.67,92.88,168.26,512.43,56.34,114.57,178.82,279.75
831,Guernsey,GGY,831," 64,656 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
832,Jersey,JEY,832," 96,632 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
833,Isle of Man,IMN,833," 83,572 ",0.00,0.00,0.00,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
834,United Republic of Tanzania,TZA,834," 42,673,001 ","7,423,195.23","11,555,781.15","6,051,627.66","6,506,626.66","10,352,748.45","6,781,797.26","10,716,849.67","4,366,828.09","10,364,787.59","5,713,589.35","7,764,128.89","6,772,810.30","8,876,766.28","9,627,901.89","7,702,449.29","8,057,544.84","7,543,492.17","5,870,989.47","7,862,057.02"
840,United States of America,USA,840," 309,082,351 ","824,436.36","402,284.32","2,488,544.55","2,616,939.56","380,521.18","5,727,710.96","2,023,339.43","3,350,558.83","5,805,368.16","1,870,464.91","4,522,026.35","1,552,102.15","7,245,977.32","936,569.28","2,871,050.73","3,589,256.89","3,591,919.84","2,676,599.18","11,016,637.06"
850,United States Virgin Islands,VIR,850," 105,338 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
854,Burkina Faso,BFA,854," 16,154,789 ","894,310.75","686,953.09","577,648.54","1,705,478.93","999,186.66","1,323,794.02","1,016,715.31","973,798.59","1,052,935.21","879,347.32","849,925.80","670,996.18","865,081.24","811,269.04","710,678.32","438,773.84","629,580.08","516,530.28","320,062.55"
858,Uruguay,URY,858," 3,163,183 ",50.45,140.21,478.49,"2,338.44",48.08,263.32,275.86,891.05,"2,800.17",785.90,309.36,718.79,647.34,554.24,457.94,773.41,256.52,147.17,426.47
860,Uzbekistan,UZB,860," 27,314,265 ","4,534.88","3,478.62","4,394.70","5,964.70","10,067.71","2,371.68","1,463.24","55,997.31","5,743.20","2,182.62","1,862.37","1,198.21","3,746.20",352.02,"1,907.15","2,588.69","2,065.32","3,513.80","3,039.51"
862,Venezuela (Bolivarian Republic of),VEN,862," 26,548,410 ","294,348.04","457,599.87","166,624.30","425,499.04","701,650.55","314,133.96","1,145,330.64","444,758.35","543,049.52","348,391.20","712,459.48","503,002.42","407,020.95","732,003.56","185,625.43","162,090.74","426,391.41","568,101.18","371,319.29"
876,Wallis and Futuna Islands,WLF,876," 12,894 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
882,Western Samoa,WSM,882," 186,584 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
887,Yemen,YEM,887," 23,090,573 ",0.05,1.41,0.05,0.03,1.22,18.69,3.48,531.56,2.58,5.49,2.33,0.89,6.52,1.68,3.89,5.85,1.14,2.28,1.25
894,Zambia,ZMB,894," 13,066,182 ","15,891,007.59","18,721,067.31","13,024,657.32","17,404,643.30","19,030,159.09","15,861,873.45","19,288,825.14","18,179,317.58","20,419,665.67","17,750,674.22","17,523,455.58","20,480,867.34","15,864,651.63","19,891,500.39","19,910,817.37","17,217,021.04","19,218,360.05","18,493,281.86","19,171,957.64"
999,Kosovo,KOS,999," 1,717,573 ",0.00,372.46,80.99,"7,791.90",0.00,5.64,108.16,127.19,103.07,23.19,"3,875.49",221.17,48.13,94.52,"3,508.84","1,472.27",774.56,325.70,134.94
